"primary id","primary id type","additional ids (id|type;etc)","primary title","other titles (title|type;etc)","author name","author term of address","author date(s)","authority;authorityURI;valueURI","editor or translator","name","term of address","date(s)","authority;authorityURI;valueURI","editor or translator","name","term of address","date(s)","authority;authorityURI;valueURI","editor or translator","name","term of address","date(s)","authority;authorityURI;valueURI","manuscript? (t/f)","country code","city","publisher","dateIssued","dateCreated","dateModified","edition","text language code","other languages (lang code|objectPart;)","extent desc.","page start (value;unit(optional))","page end","page range(value;unit(optional))","Topics ; separated","series title","online location (label|url;etc)","physical location (type|name;etc.)","shelf locator","notes","table of contents","multivolume? (t/f)"

